sample_id,status,original_performance,optimized_performance,param_changes,top_params
1194,success,[132.  275.   46.5],[162.12  325.77   45.435],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.10476141), 'change_pct': np.float32(947.6141)}, {'param_index': np.int64(0), 'original': np.float32(0.005899705), 'optimized': np.float32(0.072266944), 'change_pct': np.float32(1124.9247)}, {'param_index': np.int64(5), 'original': np.float32(0.85714287), 'optimized': np.float32(0.94026875), 'change_pct': np.float32(9.698021)}, {'param_index': np.int64(1), 'original': np.float32(0.0), 'optimized': np.float32(0.07114617), 'change_pct': np.float32(inf)}, {'param_index': np.int64(12), 'original': np.float32(0.9437752), 'optimized': np.float32(0.848468), 'change_pct': np.float32(-10.098503)}]","[2, 0, 5, 1, 12]"
1209,success,[444. 676.  21.],[366.51  610.21   26.405],"[{'param_index': np.int64(2), 'original': np.float32(0.90000004), 'optimized': np.float32(0.80725074), 'change_pct': np.float32(-10.305477)}, {'param_index': np.int64(0), 'original': np.float32(0.47492623), 'optimized': np.float32(0.3845455), 'change_pct': np.float32(-19.030478)}, {'param_index': np.int64(1), 'original': np.float32(0.38028172), 'optimized': np.float32(0.34638175), 'change_pct': np.float32(-8.914434)}, {'param_index': np.int64(5), 'original': np.float32(0.23076922), 'optimized': np.float32(0.14592114), 'change_pct': np.float32(-36.7675)}, {'param_index': np.int64(12), 'original': np.float32(0.12449789), 'optimized': np.float32(0.084872186), 'change_pct': np.float32(-31.828415)}]","[2, 0, 1, 5, 12]"
1212,success,[130.  276.   47.5],[182.26  302.5    45.995],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.099387154), 'change_pct': np.float32(893.8716)}, {'param_index': np.int64(0), 'original': np.float32(0.003539823), 'optimized': np.float32(0.10032984), 'change_pct': np.float32(2734.3179)}, {'param_index': np.int64(5), 'original': np.float32(0.84615386), 'optimized': np.float32(0.7500864), 'change_pct': np.float32(-11.353423)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.10084957), 'change_pct': np.float32(7060.319)}, {'param_index': np.int64(12), 'original': np.float32(0.9477911), 'optimized': np.float32(0.8996129), 'change_pct': np.float32(-5.083208)}]","[2, 0, 5, 1, 12]"
1221,success,[372.  631.   21.5],[364.98  620.73   26.735],"[{'param_index': np.int64(2), 'original': np.float32(0.91), 'optimized': np.float32(0.82724744), 'change_pct': np.float32(-9.093691)}, {'param_index': np.int64(0), 'original': np.float32(0.41002947), 'optimized': np.float32(0.35387924), 'change_pct': np.float32(-13.694193)}, {'param_index': np.int64(1), 'original': np.float32(0.36619717), 'optimized': np.float32(0.37323788), 'change_pct': np.float32(1.9226553)}, {'param_index': np.int64(12), 'original': np.float32(0.30522084), 'optimized': np.float32(0.21625827), 'change_pct': np.float32(-29.146952)}, {'param_index': np.int64(5), 'original': np.float32(0.18681319), 'optimized': np.float32(0.08939869), 'change_pct': np.float32(-52.14541)}]","[2, 0, 1, 12, 5]"
1227,success,[131.  275.   47.5],[159.26  326.71   45.935],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.09439763), 'change_pct': np.float32(843.9763)}, {'param_index': np.int64(0), 'original': np.float32(0.004129794), 'optimized': np.float32(0.043156017), 'change_pct': np.float32(944.99194)}, {'param_index': np.int64(5), 'original': np.float32(0.73626375), 'optimized': np.float32(0.64278), 'change_pct': np.float32(-12.697045)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.06948705), 'change_pct': np.float32(4833.5806)}, {'param_index': np.int64(12), 'original': np.float32(0.9437752), 'optimized': np.float32(0.8751694), 'change_pct': np.float32(-7.269293)}]","[2, 0, 5, 1, 12]"
1237,success,[130.  281.   50.5],[164.01  324.17   46.265],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.09913704), 'change_pct': np.float32(891.37036)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.084388815), 'change_pct': np.float32(2760.7808)}, {'param_index': np.int64(5), 'original': np.float32(0.8131868), 'optimized': np.float32(0.9119865), 'change_pct': np.float32(12.149687)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.008120413), 'change_pct': np.float32(476.5493)}, {'param_index': np.int64(12), 'original': np.float32(0.9196787), 'optimized': np.float32(0.846148), 'change_pct': np.float32(-7.995257)}]","[2, 0, 5, 1, 12]"
1259,success,[483.  830.   21.5],[447.35  694.36   26.875],"[{'param_index': np.int64(2), 'original': np.float32(0.865), 'optimized': np.float32(0.77320606), 'change_pct': np.float32(-10.612018)}, {'param_index': np.int64(0), 'original': np.float32(0.71091443), 'optimized': np.float32(0.80904144), 'change_pct': np.float32(13.802928)}, {'param_index': np.int64(1), 'original': np.float32(0.5774648), 'optimized': np.float32(0.53562427), 'change_pct': np.float32(-7.2455587)}, {'param_index': np.int64(3), 'original': np.float32(0.258427), 'optimized': np.float32(0.1608018), 'change_pct': np.float32(-37.776703)}, {'param_index': np.int64(5), 'original': np.float32(0.03296703), 'optimized': np.float32(0.10269626), 'change_pct': np.float32(211.51202)}]","[2, 0, 1, 3, 5]"
1276,success,[472. 650.  21.],[445.84 595.7   26.55],"[{'param_index': np.int64(2), 'original': np.float32(0.72), 'optimized': np.float32(0.64987546), 'change_pct': np.float32(-9.739523)}, {'param_index': np.int64(0), 'original': np.float32(0.68731564), 'optimized': np.float32(0.7210069), 'change_pct': np.float32(4.9018564)}, {'param_index': np.int64(1), 'original': np.float32(0.36619717), 'optimized': np.float32(0.34965813), 'change_pct': np.float32(-4.5164294)}, {'param_index': np.int64(6), 'original': np.float32(1.0), 'optimized': np.float32(0.9198101), 'change_pct': np.float32(-8.018989)}, {'param_index': np.int64(12), 'original': np.float32(0.30120492), 'optimized': np.float32(0.31266004), 'change_pct': np.float32(3.8030982)}]","[2, 0, 1, 6, 12]"
1283,success,[139.  275.   48.5],[161.56  319.86   46.645],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.09391399), 'change_pct': np.float32(839.13995)}, {'param_index': np.int64(0), 'original': np.float32(0.003539823), 'optimized': np.float32(0.0018889337), 'change_pct': np.float32(-46.637623)}, {'param_index': np.int64(5), 'original': np.float32(0.73626375), 'optimized': np.float32(0.65260947), 'change_pct': np.float32(-11.3619995)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.05310959), 'change_pct': np.float32(3670.7805)}, {'param_index': np.int64(12), 'original': np.float32(0.939759), 'optimized': np.float32(0.8432665), 'change_pct': np.float32(-10.267795)}]","[2, 0, 5, 1, 12]"
1313,success,[436. 784.  21.],[433.71 692.34  28.03],"[{'param_index': np.int64(2), 'original': np.float32(0.89500004), 'optimized': np.float32(0.80139405), 'change_pct': np.float32(-10.45877)}, {'param_index': np.int64(0), 'original': np.float32(0.6814159), 'optimized': np.float32(0.77968633), 'change_pct': np.float32(14.421503)}, {'param_index': np.int64(1), 'original': np.float32(0.5492958), 'optimized': np.float32(0.50390196), 'change_pct': np.float32(-8.264004)}, {'param_index': np.int64(3), 'original': np.float32(0.23595506), 'optimized': np.float32(0.14842358), 'change_pct': np.float32(-37.096672)}, {'param_index': np.int64(5), 'original': np.float32(0.03296703), 'optimized': np.float32(0.039351154), 'change_pct': np.float32(19.365175)}]","[2, 0, 1, 3, 5]"
1343,success,[139. 276.  49.],[162.11  307.805  47.33 ],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.0778863), 'change_pct': np.float32(419.2419)}, {'param_index': np.int64(0), 'original': np.float32(0.0053097345), 'optimized': np.float32(0.08338136), 'change_pct': np.float32(1470.3489)}, {'param_index': np.int64(5), 'original': np.float32(0.91208786), 'optimized': np.float32(0.9672772), 'change_pct': np.float32(6.0508833)}, {'param_index': np.int64(1), 'original': np.float32(0.0028169015), 'optimized': np.float32(0.09955365), 'change_pct': np.float32(3434.1545)}, {'param_index': np.int64(12), 'original': np.float32(0.9477911), 'optimized': np.float32(0.8933753), 'change_pct': np.float32(-5.7413306)}]","[2, 0, 5, 1, 12]"
1346,success,[424. 559.  20.],[422.97 585.06  23.31],"[{'param_index': np.int64(0), 'original': np.float32(0.49262536), 'optimized': np.float32(0.4030135), 'change_pct': np.float32(-18.190672)}, {'param_index': np.int64(2), 'original': np.float32(0.6), 'optimized': np.float32(0.6484856), 'change_pct': np.float32(8.08093)}, {'param_index': np.int64(6), 'original': np.float32(0.74545455), 'optimized': np.float32(0.806263), 'change_pct': np.float32(8.157235)}, {'param_index': np.int64(1), 'original': np.float32(0.33802816), 'optimized': np.float32(0.39414623), 'change_pct': np.float32(16.601597)}, {'param_index': np.int64(5), 'original': np.float32(0.24175824), 'optimized': np.float32(0.34035218), 'change_pct': np.float32(40.782036)}]","[0, 2, 6, 1, 5]"
1375,success,[458.  558.   21.5],[367.51  536.51   29.225],"[{'param_index': np.int64(6), 'original': np.float32(0.6727273), 'optimized': np.float32(0.5821269), 'change_pct': np.float32(-13.467622)}, {'param_index': np.int64(2), 'original': np.float32(0.47), 'optimized': np.float32(0.5629033), 'change_pct': np.float32(19.766657)}, {'param_index': np.int64(0), 'original': np.float32(0.38643065), 'optimized': np.float32(0.48065564), 'change_pct': np.float32(24.383415)}, {'param_index': np.int64(1), 'original': np.float32(0.28169015), 'optimized': np.float32(0.21481715), 'change_pct': np.float32(-23.739914)}, {'param_index': np.int64(12), 'original': np.float32(0.38554215), 'optimized': np.float32(0.39848807), 'change_pct': np.float32(3.3578482)}]","[6, 2, 0, 1, 12]"
1382,success,[135. 277.  46.],[162.18 324.3   48.  ],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.10481491), 'change_pct': np.float32(948.1491)}, {'param_index': np.int64(0), 'original': np.float32(0.004129794), 'optimized': np.float32(0.027684353), 'change_pct': np.float32(570.3568)}, {'param_index': np.int64(5), 'original': np.float32(0.80219775), 'optimized': np.float32(0.8998589), 'change_pct': np.float32(12.174197)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.0555847), 'change_pct': np.float32(3846.5134)}, {'param_index': np.int64(12), 'original': np.float32(0.9437752), 'optimized': np.float32(0.8482887), 'change_pct': np.float32(-10.117501)}]","[2, 0, 5, 1, 12]"
1394,success,[137. 276.  48.],[161.34  324.08   47.335],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.10028221), 'change_pct': np.float32(902.82214)}, {'param_index': np.int64(0), 'original': np.float32(0.002359882), 'optimized': np.float32(0.07896317), 'change_pct': np.float32(3246.0645)}, {'param_index': np.int64(5), 'original': np.float32(0.79120874), 'optimized': np.float32(0.7428127), 'change_pct': np.float32(-6.1167235)}, {'param_index': np.int64(1), 'original': np.float32(0.0028169015), 'optimized': np.float32(0.097541034), 'change_pct': np.float32(3362.7068)}, {'param_index': np.int64(12), 'original': np.float32(0.9477911), 'optimized': np.float32(0.88244367), 'change_pct': np.float32(-6.8947086)}]","[2, 0, 5, 1, 12]"
1404,success,[145.  275.   45.5],[160.34 325.3   45.25],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.102821164), 'change_pct': np.float32(928.2117)}, {'param_index': np.int64(0), 'original': np.float32(0.005899705), 'optimized': np.float32(0.09564806), 'change_pct': np.float32(1521.2346)}, {'param_index': np.int64(5), 'original': np.float32(0.85714287), 'optimized': np.float32(0.7667755), 'change_pct': np.float32(-10.542861)}, {'param_index': np.int64(1), 'original': np.float32(0.0), 'optimized': np.float32(0.0825361), 'change_pct': np.float32(inf)}, {'param_index': np.int64(12), 'original': np.float32(0.95180726), 'optimized': np.float32(0.85856587), 'change_pct': np.float32(-9.7962475)}]","[2, 0, 5, 1, 12]"
1418,success,[406. 658.  21.],[387.52  658.58   30.715],"[{'param_index': np.int64(2), 'original': np.float32(0.90500003), 'optimized': np.float32(0.96717113), 'change_pct': np.float32(6.869735)}, {'param_index': np.int64(0), 'original': np.float32(0.4277286), 'optimized': np.float32(0.49871534), 'change_pct': np.float32(16.596212)}, {'param_index': np.int64(1), 'original': np.float32(0.33802816), 'optimized': np.float32(0.24646728), 'change_pct': np.float32(-27.086761)}, {'param_index': np.int64(5), 'original': np.float32(0.26373625), 'optimized': np.float32(0.18936685), 'change_pct': np.float32(-28.1984)}, {'param_index': np.int64(12), 'original': np.float32(0.14859438), 'optimized': np.float32(0.13327064), 'change_pct': np.float32(-10.312465)}]","[2, 0, 1, 5, 12]"
1420,success,[395.  654.   21.5],[392.66 662.29  30.61],"[{'param_index': np.int64(2), 'original': np.float32(0.90000004), 'optimized': np.float32(0.9669374), 'change_pct': np.float32(7.437487)}, {'param_index': np.int64(0), 'original': np.float32(0.41002947), 'optimized': np.float32(0.48101622), 'change_pct': np.float32(17.312597)}, {'param_index': np.int64(1), 'original': np.float32(0.35211268), 'optimized': np.float32(0.2605518), 'change_pct': np.float32(-26.003286)}, {'param_index': np.int64(5), 'original': np.float32(0.25274724), 'optimized': np.float32(0.17837784), 'change_pct': np.float32(-29.424417)}, {'param_index': np.int64(12), 'original': np.float32(0.18072295), 'optimized': np.float32(0.16539921), 'change_pct': np.float32(-8.479135)}]","[2, 0, 1, 5, 12]"
1425,success,[131. 284.  47.],[160.47  326.55   44.515],"[{'param_index': np.int64(2), 'original': np.float32(0.025), 'optimized': np.float32(0.12185273), 'change_pct': np.float32(387.41092)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.10076058), 'change_pct': np.float32(3315.7837)}, {'param_index': np.int64(5), 'original': np.float32(0.75934064), 'optimized': np.float32(0.84627587), 'change_pct': np.float32(11.448777)}, {'param_index': np.int64(1), 'original': np.float32(0.0), 'optimized': np.float32(0.017416367), 'change_pct': np.float32(inf)}, {'param_index': np.int64(12), 'original': np.float32(0.92369485), 'optimized': np.float32(0.85307384), 'change_pct': np.float32(-7.6454916)}]","[2, 0, 5, 1, 12]"
1438,success,[133.  281.   48.5],[160.37 325.76  45.3 ],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.09878822), 'change_pct': np.float32(558.588)}, {'param_index': np.int64(0), 'original': np.float32(0.004719764), 'optimized': np.float32(0.043403327), 'change_pct': np.float32(819.60803)}, {'param_index': np.int64(5), 'original': np.float32(0.7582417), 'optimized': np.float32(0.66475797), 'change_pct': np.float32(-12.329017)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.06948705), 'change_pct': np.float32(4833.5806)}, {'param_index': np.int64(12), 'original': np.float32(0.9437752), 'optimized': np.float32(0.8751694), 'change_pct': np.float32(-7.269293)}]","[2, 0, 5, 1, 12]"
1452,success,[138.  277.   49.5],[161.29 326.28  47.06],"[{'param_index': np.int64(2), 'original': np.float32(0.005000001), 'optimized': np.float32(0.0965318), 'change_pct': np.float32(1830.6356)}, {'param_index': np.int64(0), 'original': np.float32(0.0053097345), 'optimized': np.float32(0.08798403), 'change_pct': np.float32(1557.0326)}, {'param_index': np.int64(5), 'original': np.float32(0.8791208), 'optimized': np.float32(0.9350253), 'change_pct': np.float32(6.359132)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.0005551997), 'change_pct': np.float32(-60.580826)}, {'param_index': np.int64(12), 'original': np.float32(0.95180726), 'optimized': np.float32(0.8666456), 'change_pct': np.float32(-8.947367)}]","[2, 0, 5, 1, 12]"
1458,success,[150. 274.  49.],[158.11  321.77   46.625],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.10741546), 'change_pct': np.float32(616.10297)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.0017046845), 'change_pct': np.float32(-42.211197)}, {'param_index': np.int64(5), 'original': np.float32(0.82417583), 'optimized': np.float32(0.87408936), 'change_pct': np.float32(6.0561743)}, {'param_index': np.int64(1), 'original': np.float32(0.0028169015), 'optimized': np.float32(0.07133916), 'change_pct': np.float32(2432.54)}, {'param_index': np.int64(12), 'original': np.float32(0.93574286), 'optimized': np.float32(0.83913875), 'change_pct': np.float32(-10.323789)}]","[2, 0, 5, 1, 12]"
