sample_id,status,original_performance,optimized_performance,param_changes,top_params_index,top_paras
2920,success,"[156.0, 275.0, 51.0]","[177.14, 283.3, 46.42]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.006277000065892935, 'change_pct': 527.6999473571777}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07800000160932541, 'opt_val': 0.07818904519081116, 'change_pct': 0.2423635683953762}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 737.0, 'opt_val': 749.0, 'change_pct': 1.6282225027680397}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2932,success,"[135.0, 277.0, 47.0]","[160.89, 299.24, 46.38]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.1982695460319519, 'change_pct': 120.29948234558105}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0013000000035390258, 'opt_val': 0.008387016132473946, 'change_pct': 545.1550960540771}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07000000029802322, 'opt_val': 0.07749048620462418, 'change_pct': 10.700694471597672}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0020000000949949026, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 738.0, 'opt_val': 721.3499755859375, 'change_pct': -2.2561008110642433}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2938,success,"[471.0, 823.0, 22.0]","[465.02, 663.48, 27.195]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.850000023841858, 'opt_val': 1.761291265487671, 'change_pct': -4.795068129897118}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.12099999189376831, 'opt_val': 0.11548776179552078, 'change_pct': -4.555562511086464}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.4000000059604645, 'opt_val': 0.4000000059604645, 'change_pct': 0.0}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.023999998345971107, 'opt_val': 0.01529999915510416, 'change_pct': -36.24999821186066}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.004000000189989805, 'opt_val': 0.0, 'change_pct': -100.0}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
2940,success,"[134.0, 273.0, 49.0]","[141.94, 289.6, 47.905]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07000000029802322, 'opt_val': 0.05999999865889549, 'change_pct': -14.2857164144516}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0012000000569969416, 'opt_val': 0.0005000000237487257, 'change_pct': -58.33333134651184}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.06400000303983688, 'opt_val': 0.055800728499889374, 'change_pct': -12.811365723609924}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.03358139097690582, 'change_pct': 3258.1390380859375}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 742.0, 'opt_val': 727.3500366210938, 'change_pct': -1.9743885844945908}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2942,success,"[435.0, 541.0, 22.0]","[417.64, 543.6, 22.515]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0499999523162842, 'opt_val': 0.8549999594688416, 'change_pct': -18.571428954601288}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.039000000804662704, 'opt_val': 0.04450000077486038, 'change_pct': 14.102563261985779}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.07000000029802322, 'opt_val': 0.06391055136919022, 'change_pct': -8.699212968349457}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.20000000298023224, 'opt_val': 0.2709999978542328, 'change_pct': 35.499995946884155}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.02800000086426735, 'opt_val': 0.02800000086426735, 'change_pct': 0.0}]","[2, 6, 0, 1, 5]","['锰', '铌', '碳', '硅', '钛']"
2944,success,"[132.0, 290.0, 44.5]","[158.99, 294.87, 46.1]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.14188015460968018, 'change_pct': 77.3501992225647}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.00962500087916851, 'change_pct': 862.5}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.06800000369548798, 'opt_val': 0.058900006115436554, 'change_pct': -13.382348418235779}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.03700000047683716, 'change_pct': 3600.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 731.0, 'opt_val': 710.8499755859375, 'change_pct': -2.7565013617277145}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2947,success,"[136.0, 273.0, 49.5]","[151.86, 282.05, 48.835]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07000000029802322, 'opt_val': 0.10392539203166962, 'change_pct': 48.46484661102295}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.005378284957259893, 'change_pct': 388.9349937438965}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0729999989271164, 'opt_val': 0.06894898414611816, 'change_pct': -5.549335479736328}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0020000000949949026, 'opt_val': 0.03652406483888626, 'change_pct': 1726.2031555175781}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 738.0, 'opt_val': 748.7975463867188, 'change_pct': 1.4630821533501148}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2964,success,"[481.0, 825.0, 20.5]","[461.63, 698.4, 27.08833333333333]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.850000023841858, 'opt_val': 1.6549999713897705, 'change_pct': -10.540543496608734}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.12099999189376831, 'opt_val': 0.1210000067949295, 'change_pct': 1.2315010167185392e-05}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.4000000059604645, 'opt_val': 0.3290000259876251, 'change_pct': -17.74999499320984}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.023999998345971107, 'opt_val': 0.01932433992624283, 'change_pct': -19.48191076517105}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.004000000189989805, 'opt_val': 0.011730462312698364, 'change_pct': 193.26153993606567}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
2968,success,"[133.0, 277.0, 45.5]","[149.35, 282.78, 46.88]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.061933912336826324, 'change_pct': -22.582608461380005}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.00962500087916851, 'change_pct': 862.5}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.06800000369548798, 'opt_val': 0.0771000012755394, 'change_pct': 13.382348418235779}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 735.0, 'opt_val': 744.9927368164062, 'change_pct': 1.3595560565590858}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2970,success,"[136.0, 277.0, 50.0]","[139.14, 282.73, 48.315]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0005000000237487257, 'change_pct': -50.0}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0729999989271164, 'opt_val': 0.06844985485076904, 'change_pct': -6.233074143528938}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.03700000047683716, 'change_pct': 3600.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 735.0, 'opt_val': 738.3701782226562, 'change_pct': 0.4585276357829571}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2982,success,"[468.0, 826.0, 21.0]","[472.59, 687.77, 26.8]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.8799999952316284, 'opt_val': 1.697863221168518, 'change_pct': -9.688126295804977}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.11599999666213989, 'opt_val': 0.11599999666213989, 'change_pct': 0.0}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.4000000059604645, 'opt_val': 0.47087574005126953, 'change_pct': 17.718933522701263}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.02500000223517418, 'opt_val': 0.019376251846551895, 'change_pct': -22.495000064373016}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0029999997932463884, 'opt_val': 0.009286075830459595, 'change_pct': 209.53588485717773}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
2997,success,"[133.0, 279.0, 49.0]","[135.65, 283.76, 49.01]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.05999999865889549, 'opt_val': 0.08377784490585327, 'change_pct': 39.62974548339844}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0005000000237487257, 'change_pct': -50.0}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07800000160932541, 'opt_val': 0.07421327382326126, 'change_pct': -4.854778945446014}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.014437203295528889, 'change_pct': 1343.7202453613281}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 738.0, 'opt_val': 747.2296752929688, 'change_pct': 1.250633504241705}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3008,success,"[134.0, 276.0, 46.5]","[139.9, 288.5, 46.575]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0005000000237487257, 'change_pct': -50.0}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07400000095367432, 'opt_val': 0.0654306709766388, 'change_pct': -11.580175161361694}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.02447189763188362, 'change_pct': 2347.189712524414}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 739.0, 'opt_val': 722.8500366210938, 'change_pct': -2.185380645096302}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3014,success,"[439.0, 546.0, 21.5]","[409.43, 495.52, 28.13]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0, 'opt_val': 0.8050000071525574, 'change_pct': -19.499999284744263}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.041999999433755875, 'opt_val': 0.0457431823015213, 'change_pct': 8.912340551614761}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.07000000029802322, 'opt_val': 0.08674998581409454, 'change_pct': 23.928551375865936}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.20999999344348907, 'opt_val': 0.16369159519672394, 'change_pct': -22.051618993282318}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.027000000700354576, 'opt_val': 0.017900001257658005, 'change_pct': -33.703699707984924}]","[2, 6, 0, 1, 5]","['锰', '铌', '碳', '硅', '钛']"
3018,success,"[474.0, 822.0, 20.0]","[465.25, 778.9066666666668, 22.955]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.7799999713897705, 'opt_val': 1.910678505897522, 'change_pct': 7.341490685939789}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.11900001019239426, 'opt_val': 0.11962994188070297, 'change_pct': 0.5293542984873056}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.3799999952316284, 'opt_val': 0.3089999854564667, 'change_pct': -18.684212863445282}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.02500000223517418, 'opt_val': 0.02581900730729103, 'change_pct': 3.2760199159383774}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.004000000189989805, 'opt_val': 0.010600459761917591, 'change_pct': 165.01147747039795}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
3020,success,"[131.0, 273.0, 49.5]","[146.23, 280.35, 46.82]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.2849999964237213, 'change_pct': 216.66665077209473}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.004691366571933031, 'change_pct': 326.4878749847412}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0729999989271164, 'opt_val': 0.06390000134706497, 'change_pct': -12.465750426054}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 739.0, 'opt_val': 738.9916381835938, 'change_pct': -0.0011315042684145737}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3024,success,"[463.0, 814.0, 21.5]","[453.87, 696.13, 26.865]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.8300000429153442, 'opt_val': 1.7144873142242432, 'change_pct': -6.312170624732971}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.11900001019239426, 'opt_val': 0.1253511607646942, 'change_pct': 5.337100848555565}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.3799999952316284, 'opt_val': 0.34011006355285645, 'change_pct': -10.497350245714188}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.023000000044703484, 'opt_val': 0.014299999922513962, 'change_pct': -37.826088070869446}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.00800000037997961, 'opt_val': 0.016568077728152275, 'change_pct': 107.1009635925293}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
3034,success,"[465.0, 563.0, 18.5]","[375.06, 459.53, 30.035]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0, 'opt_val': 1.0460789203643799, 'change_pct': 4.607892036437988}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.03700000047683716, 'opt_val': 0.03193989023566246, 'change_pct': -13.675972819328308}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06599999964237213, 'opt_val': 0.08154577016830444, 'change_pct': 23.554198443889618}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.20000000298023224, 'opt_val': 0.17013195157051086, 'change_pct': -14.934025704860687}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 596.0, 'opt_val': 602.5171508789062, 'change_pct': 1.0934816673398018}]","[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
3054,success,"[131.0, 288.0, 44.5]","[160.17666666666668, 297.18, 45.0]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.10999999940395355, 'opt_val': 0.14725333452224731, 'change_pct': 33.86666774749756}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.008774657733738422, 'change_pct': 777.4657249450684}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.06909999996423721, 'opt_val': 0.07820000499486923, 'change_pct': 13.16932737827301}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0, 'opt_val': 0.0, 'change_pct': nan}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 737.0, 'opt_val': 719.8500366210938, 'change_pct': -2.326996438205242}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3075,success,"[159.0, 277.0, 49.0]","[154.02, 280.88, 48.2]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.15923801064491272, 'change_pct': 76.93111300468445}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0013000000035390258, 'opt_val': 0.0005000000237487257, 'change_pct': -61.5384578704834}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07400000095367432, 'opt_val': 0.06652511656284332, 'change_pct': -10.101194679737091}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0020000000949949026, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 739.0, 'opt_val': 746.5469970703125, 'change_pct': 1.0212445631623268}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
