sample_id,status,original_performance,optimized_performance,param_changes,top_params_index,top_params
335,success,"[130.0, 277.0, 47.5]","[160.27, 328.28, 46.755]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09619342535734177, 'change_pct': 861.9342651367188}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.04083786532282829, 'change_pct': 1053.669677734375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8351647853851318, 'optimized': 0.7503335475921631, 'change_pct': -10.157424926757812}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.08031530678272247, 'change_pct': 5602.38671875}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9317269325256348, 'optimized': 0.8750500082969666, 'change_pct': -6.0829973220825195}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
338,success,"[133.0, 275.0, 50.5]","[161.38, 325.84, 45.975]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.09878821671009064, 'change_pct': 558.5880126953125}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0029498524963855743, 'optimized': 0.0426613874733448, 'change_pct': 1346.2210693359375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8241758346557617, 'optimized': 0.7306920886039734, 'change_pct': -11.342694282531738}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9437751770019531, 'optimized': 0.8770416975021362, 'change_pct': -7.070908546447754}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
357,failed,"[133.0, 275.0, 50.5]",,,"[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
358,success,"[400.0, 679.0, 21.0]","[386.74, 637.96, 29.535]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.9100000262260437, 'optimized': 0.935799777507782, 'change_pct': 2.835137367248535}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.42182886600494385, 'optimized': 0.519279420375824, 'change_pct': 23.101917266845703}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.3380281627178192, 'optimized': 0.2419583797454834, 'change_pct': -28.420644760131836}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.309237003326416, 'optimized': 0.4018486440181732, 'change_pct': 29.948434829711914}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.23076921701431274, 'optimized': 0.19589491188526154, 'change_pct': -15.112200736999512}]","[2, 0, 1, 12, 5]","['锰', '碳', '硅', '卷取温度平均值', '钛']"
364,success,"[125.0, 283.0, 47.0]","[161.96, 326.27, 46.285]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09439762681722641, 'change_pct': 843.976318359375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.04290870204567909, 'change_pct': 1112.1707763671875}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8351647853851318, 'optimized': 0.7416810393333435, 'change_pct': -11.193449020385742}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9397590160369873, 'optimized': 0.8738466501235962, 'change_pct': -7.01375150680542}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
419,success,"[131.0, 272.0, 49.0]","[163.41, 325.19, 47.065]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.10567402094602585, 'change_pct': 956.7402954101562}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.037176601588726044, 'change_pct': 950.239013671875}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7692307829856873, 'optimized': 0.8670213222503662, 'change_pct': 12.712769508361816}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.04973246529698372, 'change_pct': 3431.004638671875}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9196786880493164, 'optimized': 0.8299837708473206, 'change_pct': -9.752854347229004}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
428,success,"[136.0, 277.0, 48.0]","[161.41, 324.81, 46.32]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.10724180191755295, 'change_pct': 614.9451904296875}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004719763994216919, 'optimized': 0.0889585092663765, 'change_pct': 1784.808349609375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7582417130470276, 'optimized': 0.6838723421096802, 'change_pct': -9.808135032653809}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.00427898857742548, 'change_pct': 203.80816650390625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9196786880493164, 'optimized': 0.8911682367324829, 'change_pct': -3.1000447273254395}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
441,success,"[453.0, 812.0, 21.5]","[440.33, 724.35, 28.395]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.9100000262260437, 'optimized': 0.8236580491065979, 'change_pct': -9.488128662109375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.752212405204773, 'optimized': 0.8459440469741821, 'change_pct': 12.460794448852539}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.5492957830429077, 'optimized': 0.5185075402259827, 'change_pct': -5.605039119720459}, {'param_index': 3, 'param': '化学元素含量过程的磷', 'original': 0.2696629464626312, 'optimized': 0.17348924279212952, 'change_pct': -35.66441345214844}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.021978022530674934, 'optimized': 0.07113465666770935, 'change_pct': 223.66268920898438}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
443,success,"[449.0, 803.0, 21.5]","[452.8, 687.73, 28.255]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.8850000500679016, 'optimized': 0.7916133999824524, 'change_pct': -10.552163124084473}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.6991150975227356, 'optimized': 0.7973854541778564, 'change_pct': 14.056391716003418}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.5352112650871277, 'optimized': 0.48981741070747375, 'change_pct': -8.481483459472656}, {'param_index': 3, 'param': '化学元素含量过程的磷', 'original': 0.2247191071510315, 'optimized': 0.1371876299381256, 'change_pct': -38.951507568359375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.08791209012269974, 'optimized': 0.05574747174978256, 'change_pct': -36.58725357055664}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
449,success,"[454.0, 557.0, 22.0]","[352.02, 539.91, 29.805]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4699999988079071, 'optimized': 0.38717836141586304, 'change_pct': -17.621623992919922}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.6909090876579285, 'optimized': 0.5980339050292969, 'change_pct': -13.442461013793945}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.38643065094947815, 'optimized': 0.40921729803085327, 'change_pct': 5.896697521209717}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.26760563254356384, 'optimized': 0.1688881516456604, 'change_pct': -36.889163970947266}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.37349390983581543, 'optimized': 0.32675784826278687, 'change_pct': -12.513205528259277}]","[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
470,success,"[437.0, 807.0, 22.0]","[447.8, 693.9, 27.76]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.8950000405311584, 'optimized': 0.8238779306411743, 'change_pct': -7.946603775024414}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.6873156428337097, 'optimized': 0.7333131432533264, 'change_pct': 6.69234037399292}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.5492957830429077, 'optimized': 0.553432047367096, 'change_pct': 0.7530121803283691}, {'param_index': 3, 'param': '化学元素含量过程的磷', 'original': 0.2247191071510315, 'optimized': 0.13936489820480347, 'change_pct': -37.98262023925781}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.04395604506134987, 'optimized': 0.004323017783463001, 'change_pct': -90.1651382446289}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
474,success,"[395.0, 620.0, 20.0]","[384.63, 610.09, 30.24]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.8850000500679016, 'optimized': 0.8272417187690735, 'change_pct': -6.526364326477051}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.4277285933494568, 'optimized': 0.40646296739578247, 'change_pct': -4.971756935119629}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.3239436745643616, 'optimized': 0.22911301255226135, 'change_pct': -29.27381134033203}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.29317259788513184, 'optimized': 0.20156849920749664, 'change_pct': -31.245792388916016}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.25274723768234253, 'optimized': 0.15658752620220184, 'change_pct': -38.045799255371094}]","[2, 0, 1, 12, 5]","['锰', '碳', '硅', '卷取温度平均值', '钛']"
477,success,"[146.0, 277.0, 48.5]","[167.1, 285.47, 45.845]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.020000001415610313, 'optimized': 0.025174343958497047, 'change_pct': 25.87171173095703}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0029498524963855743, 'optimized': 0.09891272336244583, 'change_pct': 3253.14111328125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.692307710647583, 'optimized': 0.5985244512557983, 'change_pct': -13.546469688415527}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.056324105709791183, 'change_pct': 3899.01123046875}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.0, 'optimized': 0.006259799003601074, 'change_pct': inf}]","[2, 0, 5, 1, 6]","['锰', '碳', '钛', '硅', '铌']"
490,success,"[132.0, 275.0, 48.5]","[159.39, 326.49, 45.63]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.1035749688744545, 'change_pct': 935.7496948242188}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0029498524963855743, 'optimized': 0.045868322253227234, 'change_pct': 1454.9361572265625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8351647853851318, 'optimized': 0.7467629313468933, 'change_pct': -10.584959030151367}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06560269743204117, 'change_pct': 4557.79150390625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.927710771560669, 'optimized': 0.8582184910774231, 'change_pct': -7.490726470947266}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
514,success,"[133.0, 273.0, 48.5]","[161.3, 323.91, 47.32]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09439762681722641, 'change_pct': 843.976318359375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0017699114978313446, 'optimized': 0.04216676577925682, 'change_pct': 2282.42236328125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7582417130470276, 'optimized': 0.6647579669952393, 'change_pct': -12.32901668548584}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9437751770019531, 'optimized': 0.8770416975021362, 'change_pct': -7.070908546447754}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
525,success,"[133.0, 285.0, 46.5]","[179.48, 303.67, 46.63]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09938715398311615, 'change_pct': 893.87158203125}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004719763994216919, 'optimized': 0.10148637741804123, 'change_pct': 2050.24267578125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7582417130470276, 'optimized': 0.6621742844581604, 'change_pct': -12.66976261138916}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.10084956884384155, 'change_pct': 7060.31884765625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9397590160369873, 'optimized': 0.8944138288497925, 'change_pct': -4.825192928314209}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
545,success,"[135.0, 277.0, 47.0]","[161.62, 325.89, 46.345]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.08777788281440735, 'change_pct': 485.1858215332031}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004129793960601091, 'optimized': 0.10048002004623413, 'change_pct': 2333.051513671875}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8131868243217468, 'optimized': 0.910711407661438, 'change_pct': 11.992888450622559}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0028169015422463417, 'optimized': 0.0014441959792748094, 'change_pct': -48.73104476928711}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9437751770019531, 'optimized': 0.8701441287994385, 'change_pct': -7.801756858825684}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
555,success,"[134.0, 277.0, 47.5]","[162.56, 328.49, 45.45]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.10997279733419418, 'change_pct': 633.15185546875}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.09291710704565048, 'change_pct': 2524.908203125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8131868243217468, 'optimized': 0.8573357462882996, 'change_pct': 5.429123878479004}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.024284984916448593, 'change_pct': 1624.2337646484375}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9357428550720215, 'optimized': 0.8434996604919434, 'change_pct': -9.85775089263916}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
556,success,"[520.0, 858.0, 20.5]","[449.79, 710.42, 27.35]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.940000057220459, 'optimized': 0.8859959244728088, 'change_pct': -5.745120048522949}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.728613555431366, 'optimized': 0.7417076230049133, 'change_pct': 1.7971210479736328}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.5352112650871277, 'optimized': 0.4367730915546417, 'change_pct': -18.39239501953125}, {'param_index': 3, 'param': '化学元素含量过程的磷', 'original': 0.2921348214149475, 'optimized': 0.2070232778787613, 'change_pct': -29.134336471557617}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.03296703100204468, 'optimized': 0.10976164788007736, 'change_pct': 232.9436798095703}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
